plane,signal_id,oem_connector,oem_pin,factory_wire,oem_signal,function,inside_connector,outside_connector,disposition,mesa_card,mesa_connector,mesa_pin_channel,hal_net,authority_status,landing_status,required_verification,source_reference
A,,CN1,7,0G,DC24V COM (-) NC,common,,CA3-T,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p84, dwg 4143075321"
A,,CN1,8,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN1,9,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN1,10,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN1,11,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN1,12,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN1,13,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,Z_HOME,CN1,14,*DECZ,Z-AXIS ZERO RETURN DEC,homing,CNB-14,CA3-K,MESA_ROUTE,7i84U-B,TB3,IN8,home-z,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,"NO contact; was ACCEPTED_VERIFY - promote to TRACED after physical continuity + fail-open test | [LOCATED 2026-08-09: LS-62 Z zero-return decel, X2A *DECZ wire 1-18 (home reference), Dwg 4143075410 (Motion Switch Input 4) pg136 (also pg100 TB-51)] | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/homing_ladder_transcription.md]","41434WB PDF p84, dwg 4143075321"
A,,CN1,15,SP16,SPARE INPUT,spare,1-34,CA3-H,OEM_SPARE_CONDUCTOR,none,none,none,none,UNALLOCATED,OEM_SPARE_CONDUCTOR,A factory spare conductor exists; insulate and preserve its identity unless a reviewed revision deliberately repurposes it.,"41434WB PDF p84, dwg 4143075321"
A,,CN1,16,SP17,SPARE INPUT,spare,4-20,CA3-J,OEM_SPARE_CONDUCTOR,none,none,none,none,UNALLOCATED,OEM_SPARE_CONDUCTOR,A factory spare conductor exists; insulate and preserve its identity unless a reviewed revision deliberately repurposes it.,"41434WB PDF p84, dwg 4143075321"
A,,CN1,17,SP18,SPARE OUTPUT,spare,3-24,CA3-M,OEM_SPARE_CONDUCTOR,none,none,none,none,UNALLOCATED,OEM_SPARE_CONDUCTOR,A factory spare conductor exists; insulate and preserve its identity unless a reviewed revision deliberately repurposes it.,"41434WB PDF p84, dwg 4143075321"
A,,CN1,18,SP19,SPARE OUTPUT,spare,3-37,CA3-N,OEM_SPARE_CONDUCTOR,none,none,none,none,UNALLOCATED,OEM_SPARE_CONDUCTOR,A factory spare conductor exists; insulate and preserve its identity unless a reviewed revision deliberately repurposes it.,"41434WB PDF p84, dwg 4143075321"
A,,CN1,19,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN1,20,+24V,DC24V +COM (MC),power,,CA3-S,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p84, dwg 4143075321"
A,THERMAL_ALARM_CHAIN,CN5,1,144,THERMAL TRIP PROTECTOR,safety,CND4-46,TB1-144,MESA_ROUTE,7i84U-A,TB3,IN8,thermal-alarm,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,"Series-wired NC X073 THR.M + X07B ONT.M; alarm-only, not in E-stop chain; field continuity and polarity remain unverified. | [RECON 2026-08-08 §A: element list confirms X073 THR.M + X07B ONT.M — two NC signals, series on 060231] | [LOCATED 2026-08-08: X73 THR.M (T.U CN5-1, TB1; motor thermal + circuit protector trip) series-NC X7B ONT.M (T.U CN5-3, OHT; main transformer overheat), Dwg 4143075407 pg133] | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/estop_ladder_transcription.md]","41434WB PDF p85, dwg 4143075322"
A,,CN5,2,RST,RESET OUT,NC iface,CNB-1,-RST,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,3,146,OVER RUN EMG STOP,safety,4-30,-146,OEM_SAFETY_RETAIN,none,none,none,none,UNALLOCATED,OEM_SAFETY_RETAIN,Retain in the untouched OEM safety circuit; no Mesa GPIO route.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,4,EMB,EMG STOP,safety,CN2-40,-EMB,OEM_SAFETY_RETAIN,none,none,none,none,UNALLOCATED,OEM_SAFETY_RETAIN,Retain in the untouched OEM safety circuit; no Mesa GPIO route.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,5,EMC,EMG STOP 2nd,safety,CN2-41,-57,OEM_SAFETY_RETAIN,none,none,none,none,UNALLOCATED,OEM_SAFETY_RETAIN,Retain in the untouched OEM safety circuit; no Mesa GPIO route.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,6,0G,-COM (DC),common,CNB-3,-0G,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,7,0G,-COM (DC),common,CN12-37,-0G,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,8,G24,-COM (AC),common,CN2-43,-G24,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,9,EFHD,EXT FEED HOLD,operator,CN23-9,-EFHD,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,10,RCTLS,RECESSING TOOL L.S.,probe,2-37,-RCTLS,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,11,ISP1,INPUT SHARE 1,spare,2-12,-ISP1,OEM_SPARE_CONDUCTOR,none,none,none,none,UNALLOCATED,OEM_SPARE_CONDUCTOR,A factory spare conductor exists; insulate and preserve its identity unless a reviewed revision deliberately repurposes it.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,12,ISP2,INPUT SHARE 2,spare,CN2-44,-ISP2,OEM_SPARE_CONDUCTOR,none,none,none,none,UNALLOCATED,OEM_SPARE_CONDUCTOR,A factory spare conductor exists; insulate and preserve its identity unless a reviewed revision deliberately repurposes it.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,13,ISP1,4-AXIS LINC INTERLOCK CANCEL,4th axis,2-37,TB1-33,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,14,XYZR4,4-AXIS UNCLAMP INTERLOCK CANCEL,4th axis,4-14,TB1-34,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,15,152,4-AXIS LIMIT OVER-TRAVEL RELEASE,4th axis,4-18,-152,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,16,1NRAILS,MAGAZINE REAR L.S.,ATC,2-10,-1NRAILS,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,17,OSP1,OUTPUT SHARE 1,spare,2-44,-OSP1,OEM_SPARE_CONDUCTOR,none,none,none,none,UNALLOCATED,OEM_SPARE_CONDUCTOR,A factory spare conductor exists; insulate and preserve its identity unless a reviewed revision deliberately repurposes it.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,18,OSP2,OUTPUT SHARE 2,spare,2-28,-OSP2,OEM_SPARE_CONDUCTOR,none,none,none,none,UNALLOCATED,OEM_SPARE_CONDUCTOR,A factory spare conductor exists; insulate and preserve its identity unless a reviewed revision deliberately repurposes it.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,19,+24V,+COM (DC),power,1-33,+24V,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN5,20,+24V,+COM (DC),power,1-33,+24V,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,1,CYFIN,CYCLE FINISH,NC iface,CNB-16,CV-29,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,2,CYFIN,CYCLE FINISH (2),NC iface,23-29,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,3,MA3T,mag M43T,ATC,3-48,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,4,MA3T,mag M45T,ATC,3-49,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,5,MA3T,mag M45T,ATC,3-45,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,6,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p85, dwg 4143075322"
A,SERVO_READY,CN6,7,SA,SERVO READY,servo,CNB-13,,MESA_ROUTE,7i84U-A,TB2,IN31,servo-ready,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,Wire before first motion if available | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/estop_ladder_transcription.md],"41434WB PDF p85, dwg 4143075322"
A,WORK_LIGHT,CN6,8,WL,WORK LIGHT,aux,3-34,,MESA_ROUTE,7i84U-B,TB2,OUT9,none,RESERVED,HOLD_RESERVED,Reassigned from SEVENI84UB_OUT9_SPARE 2026-08-09 | [CONFIRM 2026-08-09: 100VAC lamp confirmed by Andy - requires interposing relay RLY-8; same topology as RLY-5/6/7 (AIR_BLAST/TOUCH_SENSOR_BLAST/TAP_COOLANT_BLAST)] | Relay coil rating and CB-panel landing point not yet verified | RESERVED 2026-08-11: hal_net set to none (no HAL binding yet) - re-assert net work-light when RLY-8 is wired | !! 100VAC LOAD: OUT9 drives the RLY-8 coil only; the lamp circuit is 100VAC - do NOT repurpose OUT9 as a low-voltage DC output while RLY-8 is landed,"41434WB PDF p85, dwg 4143075322"
A,,CN6,9,SSET,SPINDLE SET,spindle,23-43,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,10,CTL,LOW GEAR OVER TRAVEL,gear,23-48,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,11,OTR,OVER TRAVEL RELEASE,limit,23-22,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,12,+LYZ,+YZ OVER TRAVEL,limit,CN2-14,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,13,-LYZ,-YZ OVER TRAVEL,limit,CN1-5,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,14,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,15,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,16,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,17,+24V,DC24V COM (+),power,CN11-33,CN30A TB1-1,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,18,TAPC,TAP COOLANT,coolant,CNB-46,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,19,MMAL,MIL FUNCTION,MFN,2-25,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,20,PW1,POWER ON,power,23-17,,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,21,P24,MAIN PANE POWER ON,power,CN12-21,TB1-1,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,22,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,23,238,MACHINE DOOR INTERLOCK,safety,CN2-38,,OEM_SAFETY_RETAIN,none,none,none,none,UNALLOCATED,OEM_SAFETY_RETAIN,Retain in the untouched OEM safety circuit; no Mesa GPIO route.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,24,241,POWER ON MAIN LAMP INTERLOCK,power,CN2-23,,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,25,240,main lamp interlock 2,power,-39,,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,26,ES1,SPINDLE SPEED,spindle,CN2-1,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,SERVO_FAULT,CN6,27,SER,SERVO ERROR,servo,CN2-13,,MESA_ROUTE,7i84U-A,TB3,IN10,servo-fault,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,Owner decision 2026-08-11 (AG): OEM SER is ONE combined servo-error contact for all axes (only one SER line on the 50-pin CN6) not per-axis; IN10 fans out to all three joint amp-faults; IN11/IN12 freed to spare. Bench-verify HD81/HD101 ALM polarity before enabling | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/estop_ladder_transcription.md],"41434WB PDF p85, dwg 4143075322"
A,,CN6,28,SRV,SPINDLE SERVO,spindle,3-13,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,29,SMR,SPINDLE READY,spindle,3-20,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,30,ORCH1,RUN COMMAND,spindle,23-45,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,31,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,32,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,33,TCME,T-CODE NO MEMORY,ATC,CN12-1,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,34,NSFT,NG TOOL,ATC,2-48,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,35,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,36,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,37,381,MAGAZINE TOOL DETECTOR,ATC,CN2-13,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,38,,(not used - row slashed out on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p85, dwg 4143075322"
A,LUBE_OK,CN6,39,355,HEAD LUBE PRESSURE,lube,CN1-6,,MESA_ROUTE,7i84U-A,TB2,IN25,lube-ok,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,"One physical head-lube pressure switch only: PS-5 wire 355 = X079 HLP.M. Owner confirmed on the machine 2026-08-09. X042 HLP2.M exists in the generic element list but has no second physical switch on SN 060231 and is not part of LUBE_OK. Land IN25 from PS-5 alone. Verify normal-state polarity and fail-open behavior before commissioning. | [2026-08-13 PHYSICALLY CONFIRMED: photo shows the device's stamped 'PS 5' tag with wire 355 and G24 return attached - device tag, wire number and CN6-39 now agree across machine, BBIA-1 pinout and this row. G24 is the OEM 24V common, so this input MUST cross the interposing-relay boundary. Contact form and trip pressure still unverified. Status promotion recommended pending owner approval. See wiring/head_valve_hardware.md]","41434WB PDF p85, dwg 4143075322"
A,,CN6,40,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,41,0G,DC24V COM (NC),common,CNB23-1,,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,42,0G,DC24V COM (NC),common,CNB23-3,,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,43,0G,DC24V COM (NC),common,CNB23-4,,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,44,0G,DC24V COM (NC),common,CNB23-6,,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,45,,(not used - row slashed out on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,46,0G,DC24V COM (NC),common,CNB23-18,,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,47,0G,DC24V COM (NC),common,CNB-48,,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,48,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p85, dwg 4143075322"
A,,CN6,49,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p85, dwg 4143075322"
A,SPINDLE_TOOL_AVAILABLE,CN6,50,382,SPINDLE TOOL DETECTOR,ATC,CN2-42,,MESA_ROUTE,7i84U-A,TB3,IN3,spindle-tool-avail,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,HAL net bound in atc_orient.hal | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/atc_ladder_transcription.md],"41434WB PDF p85, dwg 4143075322"
A,,CN3,1,EHB,EMERGENCY STOP,safety,CN5-43,TB5-D1 1-1,OEM_SAFETY_RETAIN,none,none,none,none,UNALLOCATED,OEM_SAFETY_RETAIN,Retain in the untouched OEM safety circuit; no Mesa GPIO route.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,2,147,HEAD LUBE PRESSURE,lube,4-28,TB5-A11,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,3,142,TOOL CLAMP INTERLOCK,interlock,1-22,TB5-D2 1-02,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,4,143,ZERO SPEED,spindle,1-1,TB5-0101,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,5,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,6,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,7,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,8,NO,COM,common,CN6-51,TB5-D2 2-10,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,9,SET2,COM,spindle,CN6-8,TB5-09,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,10,SET1,SPINDLE SET FORWARD,spindle,CN6-7,TB5-D1 1-97,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,11,SRN,SPINDLE FORWARD,spindle,CN6-9,TB5-A111,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,12,SRI,SPINDLE REVERSE,spindle,CN6-10,TB5-A-21,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,13,,SPARE,spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
